FUDN;Name;Size;Type;Explanation;Version;Status;Modified
41;PERCENTAGE OF BASIC SPARES KITS ON HAND;1-3;Integer;;1.0;In Service;03 Dec 07
42;DEGRADATION PERCENTAGE;1-3;Integer;PERCENT OF THE ESTIMATED DEGRADATION OF TARGET.;1.0;In Service;03 Dec 07
43;TARGET PERCENTAGE COVERED;1-3;Integer;PERCENT OF TARGET COVERED BY TASKED OR USED SENSOR.;1.0;In Service;03 Dec 07
44;PERCENT OF COVERAGE;1-3;Integer;;1.0;In Service;03 Dec 07
45;MET RELATIVE HUMIDITY;2-2;Integer;THE RELATIVE HUMIDITY WITHIN A METEOROLOGICAL ALTITUDE ZONE, EXPRESSED TO THE NEAREST PERCENT. RANGE OF ENTRY: 00 TO 99 WHERE 00 REPRESENTS 100 IN A TWO DIGIT FIELD.;1.0;In Service;03 Dec 07
46;ITEM PERCENT EXPORTED;1-3;Integer;PERCENTAGE OF FACILITY'S PRODUCT OR SERVICE THAT EXPORTED TO FOREIGN COUNTRIES.;1.0;In Service;03 Dec 07
47;PERCENTAGE OF OBSERVED BREAKERS;1-3;Integer;THE PERCENTAGE OF BREAKERS IN THE SURF ZONE OF THE TYPE 'SPILLING', 'PLUNGING' AND 'SURGING'. REPEATED WITH EACH BREAKER TYPE.;1.0;In Service;03 Dec 07
48;PERCENTAGE RIGHT BANK ABOVE WATER;1-3;Integer;;1.0;In Service;03 Dec 07
49;PERCENTAGE RIGHT BANK BELOW WATER;1-3;Integer;;1.0;In Service;03 Dec 07
50;PERCENTAGE LEFT BANK ABOVE WATER;1-3;Integer;;1.0;In Service;03 Dec 07
51;PERCENTAGE LEFT BANK BELOW WATER;1-3;Integer;;1.0;In Service;03 Dec 07
52;PERCENTAGE AVAILABLE;1-3;Integer;;1.0;In Service;03 Dec 07
53;PERCENTAGE OF AREA SEARCHED COVERED;1-3;Integer;;1.0;In Service;03 Dec 07
54;TYPE OF CONTOUR;2-2;Integer;THE PERCENTAGE OF PROBABILITY OF EXCEEDING VALUE IN FIELD 2 OF SET XRAYB.;1.0;In Service;03 Dec 07
55;PERCENTAGE OF FUEL USED;1-5;Decimal;THE PERCENTAGE OF FUEL USED BY A VESSEL FOR A GIVEN PERIOD.;1.0;In Service;03 Dec 07
57;MINIMUM ACCEPTABLE PERCENTAGE OF REMAINING FUEL;1-2;Integer;THE MINIMUM ACCEPTABLE PERCENTAGE OF FUEL REMAINING ON BOARD BEFORE REPLENISHMENT IS REQUIRED.;1.0;In Service;03 Dec 07
58;PERCENTAGE USED IN LAST 24 HOURS;2-2;Integer;;1.0;In Service;03 Dec 07
59;PERCENTAGE ONBOARD;2-2;Integer;;1.0;In Service;03 Dec 07
60;UNIT COMBAT EFFECTIVENESS IN PERCENT;1-3;Integer;A MEASURE OF THE ABILITY OF A UNIT TO CARRY OUT ITS ASSIGNED ROLE, EXPRESSED AS A PERCENTAGE 0 THROUGH 100.;1.0;In Service;03 Dec 07
