FUDN;Name;Size;Type;Explanation;Version;Status;Modified
49;UNIT OF FREQUENCY MEASUREMENT, KILOHERTZ OR MEGAHERTZ;3-3;Individual;;1.0;In Service;03 Dec 07
50;UNIT OF LINEAR MEASUREMENT, KILOYARDS;3-3;Individual;;1.0;In Service;03 Dec 07
51;UNIT OF MEASUREMENT, STOCK ITEM;1-3;Individual;;1.0;In Service;03 Dec 07
52;UNIT OF MEASUREMENT, MPH, KTS, KPH, MPS;3-3;Individual;;1.0;In Service;03 Dec 07
53;UNIT OF WEIGHT MASS MEASUREMENT;2-3;Individual;;1.0;In Service;03 Dec 07
54;ELECTROMAGNETIC PULSE UNIT OF MEASUREMENT;3-3;Individual;;1.0;In Service;03 Dec 07
55;UNIT OF SPEED MEASUREMENT, KTS OR MPS;3-3;Individual;;1.0;In Service;03 Dec 07
56;UNIT OF LINEAR MEASUREMENT, YARDS OR NAUTICAL MILES;2-2;Individual;;1.0;In Service;03 Dec 07
57;UNIT OF CAPACITY MEASUREMENT;2-3;Individual;;1.0;In Service;03 Dec 07
58;UNIT OF VOLUME MEASUREMENT;2-3;Individual;;1.0;In Service;03 Dec 07
59;UNIT OF PACKING MEASUREMENT;2-3;Individual;;1.0;In Service;03 Dec 07
60;UNIT OF ALTITUDE MEASUREMENT;1-2;Individual;A UNIT OF MEASUREMENT COMMONLY USED WHEN REFERRING TO ALTITUDE.;1.0;In Service;03 Dec 07
61;UNIT OF HEIGHT MEASUREMENT;1-2;Individual;;1.0;In Service;03 Dec 07
62;AREA UNIT OF MEASUREMENT, SQUARE METRES OR FEET;2-3;Individual;THE AREA AVAILABLE FOR PARKING AIRCRAFT EXPRESSED IN SQUARE FEET OR SQUARE METRES.;1.0;In Service;03 Dec 07
63;VOLUME UNIT OF MEASUREMENT FOR AIR CARGO;3-3;Individual;UNIT OF MEASUREMENT OF VOLUME, BARREL, CUBIC CENTIMETRE, CUBIC FEET, CUBIC INCH, CUBIC METRE, GALLON, PINT.;1.0;In Service;03 Dec 07
80;UNIT OF LINEAR MEASUREMENT, YD, M OR NAUTICAL MILES;1-2;Individual;;1.0;In Service;03 Dec 07
81;UNIT OF SPEED MEASUREMENT, KNOTS;3-3;Individual;;1.0;In Service;03 Dec 07
82;UNITS OF LINEAR MEASUREMENT, NAUTICAL MILES;2-2;Individual;;1.0;In Service;03 Dec 07
83;UNITS OF LINEAR MEASUREMENT, METRES OR YARDS;1-2;Individual;;1.0;In Service;03 Dec 07
84;UNIT OF LINEAR MEASUREMENT, METRES;1-1;Individual;;1.0;In Service;03 Dec 07
85;UNIT OF TIME MEASUREMENT, DAY;3-3;Individual;;1.0;In Service;03 Dec 07
86;UNIT OF TIME MEASUREMENT, HOUR;2-2;Individual;;1.0;In Service;03 Dec 07
87;UNIT OF TIME MEASUREMENT, MINUTE;3-3;Individual;;1.0;In Service;03 Dec 07
88;UNIT OF VELOCITY MEASUREMENT, METRES PER SECOND;3-3;Individual;;1.0;In Service;03 Dec 07
89;QUANTITY UNIT OF MEASUREMENT;1-3;Individual;A UNIT OF LINEAR, VOLUME, WEIGHT, AND PACKING MEASUREMENT.;1.0;In Service;03 Dec 07
90;UNIT OF MEASUREMENT, NAUTICAL MILES OR METRES;1-2;Individual;DISTANCE FROM REFERENCE POINT IN NAUTICAL MILES OR METRES.;1.0;In Service;03 Dec 07
91;UNIT OF DOSE RATE DOSAGE;3-3;Individual;;1.0;In Service;03 Dec 07
94;UNIT OF TIME MEASUREMENT, DAY WK BIWK MON YR;2-4;Individual;;1.0;In Service;03 Dec 07
95;UNIT OF SPEED MEASUREMENT, MPH, KPH, KTS, MPS OR FPS;3-3;Individual;;1.0;In Service;03 Dec 07
96;UNIT OF DOSE;3-3;Individual;;1.0;In Service;03 Dec 07
97;UNIT OF CONTAMINATION;3-4;Individual;;1.0;In Service;03 Dec 07
98;AREA UNIT OF MEASUREMENT;2-7;Individual;;1.0;In Service;03 Dec 07
99;UNIT OF MEASUREMENT, MM OR CM;2-2;Individual;;1.0;In Service;03 Dec 07
100;UNIT OF LINEAR MEASUREMENT, MILLIMETRES;2-2;Individual;;1.0;In Service;03 Dec 07
101;STRENGTH UNIT OF MEASUREMENT;3-5;Individual;MEASUREMENT FOR THE PRESSURE THAT A GIVEN MATERIAL IS ABLE TO WITHSTAND.;1.0;In Service;03 Dec 07
102;UNIT OF LIN. MEASUREMENT, FEET, YARDS, CENTIMETRES OR METRES;1-2;Individual;;1.0;In Service;03 Dec 07
103;OUTPUT UNIT OF MEASUREMENT;1-10;Individual;;1.0;In Service;03 Dec 07
104;CAPACITY UNIT OF MEASUREMENT;1-10;Individual;;1.0;In Service;03 Dec 07
105;UNIT OF LINEAR MEASUREMENT, M, FT, KM, SM;1-2;Individual;;1.0;In Service;03 Dec 07
106;UNIT OF LINEAR MEASUREMENT, FT, IN, YD, MM, CM, M, KM;1-2;Individual;;1.0;In Service;03 Dec 07
107;UNIT OF LINEAR MEASUREMENT, FT, IN, CM, M;1-2;Individual;;1.0;In Service;03 Dec 07
110;UNIT OF MEASUREMENT, KM, M, NM, YD, HF;1-2;Individual;;1.0;In Service;03 Dec 07
113;UNIT OF DATA RATE MEASUREMENT;3-4;Individual;;1.0;In Service;03 Dec 07
115;UNIT OF FREQUENCY MHZ OR GHZ;3-3;Individual;A UNIT OF FREQUENCY OF RADIO TRANSMISSIONS, EITHER MHZ OR GHZ.;1.0;In Service;03 Dec 07
116;UNIT OF LINEAR MEASUREMENT, FEET;2-2;Individual;UNIT OF LINEAR DISTANCE MEASUREMENT, FEET.;1.0;In Service;03 Dec 07
