FUDN;Name;Size;Type;Explanation;Version;Status;Modified
13;ATDL-1 TRACK NUMBER BLOCK, LOWER LIMIT;5-5;Alphanumeric;A 5-CHARACTER ALPHANUMERIC REFERENCE DENOTING THE LOWER LIMIT OF A BLOCK OF ATDL-1 DATA LINK TRACK NUMBERS.;1.0;In Service;03 Dec 07
14;ATDL-1 TRACK NUMBER BLOCK, UPPER LIMIT;5-5;Alphanumeric;A 5-CHARACTER ALPHANUMERIC REFERENCE DENOTING THE UPPER LIMIT OF A BLOCK OF ATDL-1 DATA LINK TRACK NUMBERS.;1.0;In Service;03 Dec 07
15;ATDL-1 SUPPORTING UNIT (SU) ADDRESS;5-5;Alphanumeric;A 5-CHARACTER ALPHANUMERIC REFERENCE USED AS AN ATDL-1 SUPPORTING UNIT (SU) ADDRESS.;1.0;In Service;03 Dec 07
16;LINK 4 ADDRESS;5-5;Alphanumeric;A 5-DIGIT OCTAL NUMBER APPLIED TO A LINK 4 INTERFACE UNIT TO ASSOCIATE INFORMATION AND DIRECTIVES WITH INTERFACE UNITS OR TRACKS FOR BOTH DIGITAL AND VOICE COMMUNICATIONS.;1.0;In Service;03 Dec 07
17;LINK 4 ADDRESS BLOCK, LOWER LIMIT;5-5;Alphanumeric;A 5-DIGIT OCTAL NUMBER DENOTING THE LOWER LIMIT OF A BLOCK OF LINK 4 ADDRESSES.;1.0;In Service;03 Dec 07
18;LINK 4 ADDRESS BLOCK, UPPER LIMIT;5-5;Alphanumeric;A 5-DIGIT OCTAL NUMBER DENOTING THE UPPER LIMIT OF A BLOCK OF LINK 4 ADDRESSES.;1.0;In Service;03 Dec 07
19;LINK 11 11B TRACK NUMBER;4-4;Alphanumeric;A 4-DIGIT OCTAL REFERENCE NUMBER FROM WITHIN THE FULL RANGE OF VALID LINK 11/11B TRACK NUMBERS. ALSO REFERRED TO AS A JTAO TRACK NUMBER.;1.0;In Service;03 Dec 07
21;LINK 11 11B TRACK NUMBER BLOCK, LOWER LIMIT;4-4;Alphanumeric;A 4-DIGIT OCTAL NUMBER DENOTING THE LOWER LIMIT OF A BLOCK OF TRACK NUMBERS WITHIN THE RANGE OF VALID LINK 11/11B SURVEILLANCE TRACK NUMBERS.;1.0;In Service;03 Dec 07
22;LINK 11 11B TRACK NUMBER BLOCK, UPPER LIMIT;4-4;Alphanumeric;A 4-DIGIT OCTAL NUMBER DENOTING THE UPPER LIMIT OF A BLOCK OF TRACK NUMBERS WITHIN THE RANGE OF VALID LINK 11/11B SURVEILLANCE TRACK NUMBERS.;1.0;In Service;03 Dec 07
23;PARTICIPATING UNIT (PU) ADDRESS NUMBER;2-2;Alphanumeric;A 2-DIGIT OCTAL IDENTIFIER FOR A UNIT COMMUNICATING DIRECTLY ON LINK 11.;1.0;In Service;03 Dec 07
24;REPORTING UNIT (RU) ADDRESS NUMBER;3-3;Alphanumeric;A 3-DIGIT OCTAL IDENTIFIER FOR A UNIT COMMUNICATING DIRECTLY ON LINK 11B.;1.0;In Service;03 Dec 07
25;DISCRETE IDENTIFIER;4-4;Alphanumeric;THE DISCRETE IDENTIFIER CODE IS A UNIQUE IDENTIFIER WHICH ASSISTS IN THE CORRELATION OF SHIPS AND AIRCRAFT REPORTED IN CHARACTER-ORIENTED MESSAGES WITH SHIPS AND AIRCRAFT REPORTED IN BIT-ORIENTED MESSAGES.;1.0;In Service;03 Dec 07
26;LINK 16 TRACK NUMBER;5-5;Alphanumeric;A 5-CHARACTER ALPHANUMERIC IDENTIFIER TO ASSIGN LINK 16 TRACK NUMBER OR ADDRESS WHOSE RANGES AND VALUES ARE DEFINED BY STANAG 5516.;1.0;In Service;03 Dec 07
27;LINK 16 TRACK NUMBER REFERENCE FOR PRE-PLANNED TARGET;5-5;Alphanumeric;THE UNIQUE LINK 16 IDENTIFIER ASSIGNED TO A PRE-PLANNED TARGET.;1.0;In Service;03 Dec 07
28;ACM LINK 16 TRACK NUMBER REFERENCE;5-5;Alphanumeric;THE UNIQUE LINK 16 IDENTIFIER ASSIGNED TO A SPECIFIC AIRSPACE CONTROL MEANS.;1.0;In Service;03 Dec 07
29;UNDEFINED LINK 16 TRACK NUMBER REFERENCE;5-5;Alphanumeric;THE UNIQUE LINK 16 IDENTIFIER THAT WILL BE ASSIGNED TO A FUTURE AIRSPACE CONTROL MEANS.;1.0;In Service;03 Dec 07
30;LINK 16 TRACK NUMBER BLOCK, LOWER LIMIT;5-5;Alphanumeric;A 5-CHARACTER ALPHANUMERIC REFERENCE DENOTING THE LOWER LIMIT OF A BLOCK OF TRACK NUMBERS FROM WITHIN THE RANGE OF VALID LINK 16 SURVEILLANCE TRACK NUMBERS.;1.0;In Service;03 Dec 07
31;LINK 16 TRACK NUMBER BLOCK, UPPER LIMIT;5-5;Alphanumeric;A 5-CHARACTER ALPHANUMERIC REFERENCE DENOTING THE UPPER LIMIT OF A BLOCK OF TRACK NUMBERS FROM WITHIN THE RANGE OF VALID LINK 16 SURVEILLANCE TRACK NUMBERS.;1.0;In Service;03 Dec 07
32;PRIMARY JTIDS UNIT (JU) ADDRESS;5-5;Alphanumeric;A 5-DIGIT OCTAL NUMBER REPRESENTING A PRIMARY JTIDS (JOINT TACTICAL INFORMATION DISTRIBUTION SYSTEM) UNIT ADDRESS.;1.0;In Service;03 Dec 07
33;SECONDARY JTIDS UNIT (JU) ADDRESS;5-5;Alphanumeric;A 5-DIGIT OCTAL NUMBER REPRESENTING A SECONDARY JTIDS (JOINT TACTICAL INFORMATION DISTRIBUTION SYSTEM) UNIT ADDRESS.;1.0;In Service;03 Dec 07
34;JTIDS UNIT (JU) ADDRESS BLOCK, LOWER LIMIT;5-5;Alphanumeric;A 5-DIGIT OCTAL NUMBER DENOTING THE LOWER LIMIT OF A BLOCK OF LINK 16 ADDRESSES.;1.0;In Service;03 Dec 07
35;JTIDS UNIT (JU) ADDRESS BLOCK, UPPER LIMIT;5-5;Alphanumeric;A 5-DIGIT OCTAL NUMBER DENOTING THE UPPER LIMIT OF A BLOCK OF LINK 16 ADDRESSES.;1.0;In Service;03 Dec 07
37;IJMS TRACK NUMBER BLOCK, LOWER LIMIT;5-5;Alphanumeric;A 5-DIGIT OCTAL SYSTEM REFERENCE NUMBER (SRN) DENOTING THE LOWER LIMIT OF A BLOCK OF TRACK NUMBERS FOR USE IN THE INTERIM JTIDS MESSAGE SPECIFICATION (IJMS).;1.0;In Service;03 Dec 07
38;IJMS TRACK NUMBER BLOCK, UPPER LIMIT;5-5;Alphanumeric;A 5-DIGIT OCTAL SYSTEM REFERENCE NUMBER (SRN) DENOTING THE UPPER LIMIT OF A BLOCK OF TRACK NUMBERS FOR USE IN THE INTERIM JTIDS MESSAGE SPECIFICATION (IJMS).;1.0;In Service;03 Dec 07
39;SUPPORTING UNIT (SU) NUMBER;4-4;Alphanumeric;A 4-DIGIT OCTAL TRACK NUMBER ASSIGNED TO A SUPPORTING UNIT IN A DATA LINK.;1.0;In Service;03 Dec 07
40;JTIDS UNIT (JU) SOURCE TRACK NUMBER;5-5;Alphanumeric;A 5-DIGIT OCTAL NUMBER REPRESENTING THE JU SOURCE TRACK NUMBER ASSIGNED AS THE PRIMARY UNIT ADDRESS.;1.0;In Service;03 Dec 07
41;LINK 16 HOST JTIDS UNIT ADDRESS;5-5;Alphanumeric;;1.0;In Service;03 Dec 07
