Ligne;N° Set;Type élément;Segment;Ensemble;Zone;SS Zone;FFIRN/FUDN;Card.;Longueur;Libellé;Entité MPGT de départ {Entité de l'attribut};Entité MPGT instanciée {Entité de l'attribut};Attribut MPGT
195;;FIELD;TASKUNIT;POC;5;;1361/007;M - N;3..20;NON-SECURE FACSIMILE (FAX) NUMBER;MPIA.Personne;MPIA.AutreAdresse{MPIA.Adresse};AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AutreAdresse}#MPIA.Adresse.Libelle
196;;FIELD;TASKUNIT;POC;5;;1361/008;M - N;4..20;SECURE FACSIMILE (FAX) NUMBER;MPIA.Personne;MPIA.AutreAdresse{MPIA.Adresse};AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AutreAdresse}#MPIA.Adresse.Libelle
197;;SEGMENT;MTGTLOC;;;;;? - N;;MISSILE TARGET LOCATION;;;
198;;SET;MTGTLOC;MTGTLOC;;;;M - 1;;MISSILE TARGET LOCATION;;;
199;;;;;;;;;;;;;
200;;SET;MTGTLOC;REQNO;;;;O - 1;;REQUEST NUMBER;;;
201;;;;;;;;;;;;;
202;;SEGMENT;SAWMSN;;;;;? - N;;SURFACE-TO-AIR WEAPON MISSION DATA;;;
203;;SET;SAWMSN;SAWMSN;;;;M - 1;;SURFACE-TO-AIR WEAPON MISSION DATA;MPGT.PlanificationOperation3D;MPGT.Mission;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}
204;;FIELD;SAWMSN;SAWMSN;1;;1012/069;M - 1;1..8;MISSION NUMBER;MPGT.PlanificationOperation3D;MPGT.MissionASA;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}#MPGT.MissionASA.NumeroMissionASA
205;;FIELD;SAWMSN;SAWMSN;2;;1285/027;M - 1;3..3;TYPE OF AIR DEFENCE ARTILLERY MISSION;MPGT.PlanificationOperation3D;MPGT.MissionASA;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}MPGT.MissionASA.TypeMissionASA
206;;FIELD;SAWMSN;SAWMSN;3;;1129/001;O - 1;1..38;CALL SIGN;MPGT.PlanificationOperation3D;MPIA.AssociationInstanceObjetAdresse;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#MPIA.AssociationInstanceObjetAdresse.Designation
207;;FIELD;SAWMSN;SAWMSN;4;;1068/013;O - 1;1..8;PRIMARY FREQUENCY IN MEGAHERTZ, .0000001 - 99999999;MPGT.PlanificationOperation3D;MPIA.Frequence;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MissionASA}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#FournitAccesA{MPIA.ServiceReseau}#EstAssocieAuReseau{MPIA.ReseauTelecommunication}#APourFrequence{MPIA.Frequence}#MPIA.Frequence.Frequence
208;;FIELD;SAWMSN;SAWMSN;4;;1396/002;O - 1;1..8;PRIMARY FREQUENCY DESIGNATOR;MPGT.PlanificationOperation3D;MPIA.Frequence;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MissionASA}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#FournitAccesA{MPIA.ServiceReseau}#EstAssocieAuReseau{MPIA.ReseauTelecommunication}#APourFrequence{MPIA.Frequence}#MPIA.Frequence.NomCode
209;;FIELD;SAWMSN;SAWMSN;4;;2533/001;O - 1;3..7;LINK 16 VOICE PARAMETERS;MPGT.PlanificationOperation3D;MPIA.AdresseElectronique;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MissionASA}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#MPIA.AdresseElectronique.AdresseReseau
210;;FIELD;SAWMSN;SAWMSN;4;;2534/001;O - 1;18..49;HAVE QUICK PARAMETERS WITH MICKEY NET CONTROLLER;;;NON_TRACE
211;;FIELD;SAWMSN;SAWMSN;4;;2535/001;O - 1;12..18;HAVE QUICK PARAMETERS WITHOUT MICKEY NET CONTROLLER;;;NON_TRACE
212;;FIELD;SAWMSN;SAWMSN;5;;1068/014;C - 1;1..8;SECONDARY FREQUENCY IN MEGAHERTZ, .0000001 - 99999999;MPGT.PlanificationOperation3D;MPIA.Frequence;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MissionASA}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#FournitAccesA{MPIA.ServiceReseau}#EstAssocieAuReseau{MPIA.ReseauTelecommunication}#APourFrequence{MPIA.Frequence}#MPIA.Frequence.Frequence
213;;FIELD;SAWMSN;SAWMSN;5;;1396/003;C - 1;1..8;SECONDARY FREQUENCY DESIGNATOR;MPGT.PlanificationOperation3D;MPIA.Frequence;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MissionASA}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#FournitAccesA{MPIA.ServiceReseau}#EstAssocieAuReseau{MPIA.ReseauTelecommunication}#APourFrequence{MPIA.Frequence}#MPIA.Frequence.NomCode
214;;FIELD;SAWMSN;SAWMSN;5;;2533/001;C - 1;3..7;LINK 16 VOICE PARAMETERS;MPGT.PlanificationOperation3D;MPIA.AdresseElectronique;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#MPIA.AdresseElectronique.AdresseReseau
215;;FIELD;SAWMSN;SAWMSN;5;;2534/001;C - 1;18..49;HAVE QUICK PARAMETERS WITH MICKEY NET CONTROLLER;;;NON_TRACE
216;;FIELD;SAWMSN;SAWMSN;5;;2535/001;C - 1;12..18;HAVE QUICK PARAMETERS WITHOUT MICKEY NET CONTROLLER;;;NON_TRACE
217;;REPET. GROUP;SAWMSN;SAWMSN;-;;1022/270;-;;DEFENDED ASSET NAME;;;
218;;FIELD;SAWMSN;SAWMSN;6;;1022/270;O - N;1..30;DEFENDED ASSET NAME;MPGT.PlanificationOperation3D;MPGT.ElementParticulierADefendre;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MissionASA}#EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}#APourMissionDefenseParticuliere{MPGT.MissionDefenseParticuliere}#ACommeDefenseParticuliere{MPGT.ElementParticulierADefendre}#MPGT.ElementParticulierADefendre.NatureElement
219;;COMP. FIELD;SAWMSN;SAWMSN;7;;2023/001;C - N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}#APourMissionDefenseParticuliere{MPGT.MissionDefenseParticuliere}#ACommeDefenseParticuliere{MPGT.ElementParticulierADefendre}#ACommeLocalisation{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
220;;COMP. FIELD;SAWMSN;SAWMSN;7;;2281/001;C - N;7..20;POSITION, TRUE BEARING AND RANGE IN NM;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D{MPIA.Localisation};EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}#APourMissionDefenseParticuliere{MPGT.MissionDefenseParticuliere}#ACommeDefenseParticuliere{MPGT.ElementParticulierADefendre}#ACommeLocalisation{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
221;;COMP. FIELD;SAWMSN;SAWMSN;7;;2126/001;C - N;8..8;GEOGRAPHIC POSITION, UTM ABBREVIATED 100-METRE;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}#APourMissionDefenseParticuliere{MPGT.MissionDefenseParticuliere}#ACommeDefenseParticuliere{MPGT.ElementParticulierADefendre}#ACommeLocalisation{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
222;;COMP. FIELD;SAWMSN;SAWMSN;7;;2017/001;C - N;8..8;GEOGRAPHIC POSITION, GEOREF, MINUTE;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}#APourMissionDefenseParticuliere{MPGT.MissionDefenseParticuliere}#ACommeDefenseParticuliere{MPGT.ElementParticulierADefendre}#ACommeLocalisation{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
223;;SET;SAWMSN;SAWREADY;;;;M - N;;SURFACE-TO-AIR WEAPON READINESS STATUS INFORMATION;MPGT.PlanificationOperation3D;;
224;;COMP. FIELD;SAWMSN;SAWREADY;1;;2000/014;M - 1;7..7;DAY-TIME START;MPGT.PlanificationOperation3D;MPIA.Periode3D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}#APourStadeAlerteEtEmission{MPGT.StadeAlerteEmission}#APourCreneauTemps{MPIA.Periode3D}#MPIA.Periode3D.DateDebut
225;;COMP. FIELD;SAWMSN;SAWREADY;2;;2000/015;M - 1;7..7;DAY-TIME STOP;MPGT.PlanificationOperation3D;MPIA.Periode3D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}#APourStadeAlerteEtEmission{MPGT.StadeAlerteEmission}#APourCreneauTemps{MPIA.Periode3D}#MPIA.Periode3D.DateFin
226;;FIELD;SAWMSN;SAWREADY;3;;1236/033;M - 1;2..3;READINESS STATE;MPGT.PlanificationOperation3D;MPGT.StadeAlerteEmission;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}#APourStadeAlerteEtEmission{MPGT.StadeAlerteEmission}#MPGT.StadeAlerteEmission.StadeAlerte
227;;FIELD;SAWMSN;SAWREADY;4;;1584/004;O - 1;1..20;STATE OF EMISSION;MPGT.PlanificationOperation3D;MPGT.StadeAlerteEmission;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionASA}#APourStadeAlerteEtEmission{MPGT.StadeAlerteEmission}#MPGT.StadeAlerteEmission.StadeEmission
228;;SET;SAWMSN;SAWPNCTL;;;;M - N;;SURFACE-TO-AIR WEAPON CONTROL STATUS INFORMATION;MPGT.PlanificationOperation3D;;APourObjectif{MPIA.ObjectifActivite}#AssocieCommeInstanceObjet{MPIA.MesureCoordination}
229;;COMP. FIELD;SAWMSN;SAWPNCTL;1;;2000/014;M - 1;7..7;DAY-TIME START;MPGT.PlanificationOperation3D;MPIA.Periode3D;APourObjectif{MPIA.ObjectifActivite}#AssocieCommeInstanceObjet{MPIA.MesureCoordination}#EstValidePour{MPIA.Periode3D}#MPIA.Periode3D.DateDebut
230;;COMP. FIELD;SAWMSN;SAWPNCTL;2;;2000/015;M - 1;7..7;DAY-TIME STOP;MPGT.PlanificationOperation3D;MPIA.Periode3D;APourObjectif{MPIA.ObjectifActivite}#AssocieCommeInstanceObjet{MPIA.MesureCoordination}#EstValidePour{MPIA.Periode3D}#MPIA.Periode3D.DateFin
231;;FIELD;SAWMSN;SAWPNCTL;3;;1012/282;M - 1;1..15;MISSILE/SHORT RANGE AIR DEFENCE ENGAGEMENT ZONE IDENTIFIER;MPGT.PlanificationOperation3D;MPIA.MesureCoordination;APourObjectif{MPIA.ObjectifActivite}#AssocieCommeInstanceObjet{MPIA.MesureCoordination}#MPIA.RacineOperationnelle.Nom
232;;FIELD;SAWMSN;SAWPNCTL;4;;1145/006;M - 1;4..5;ZONE WEAPON CONTROL STATUS;MPGT.PlanificationOperation3D;MPGT.ConsigneTir;APourObjectif{MPIA.ObjectifActivite}#AssocieCommeInstanceObjet{MPIA.MesureCoordination}#EstSoumiseA{MPGT.ConsigneTir}#MPGT.ConsigneTir.ConsigneTirSurAvion
232;;FIELD;SAWMSN;SAWPNCTL;4;;1145/006;M - 1;4..5;ZONE WEAPON CONTROL STATUS;MPGT.PlanificationOperation3D;MPGT.ConsigneTir;APourObjectif{MPIA.ObjectifActivite}#AssocieCommeInstanceObjet{MPIA.MesureCoordination}#EstSoumiseA{MPGT.ConsigneTir}#MPGT.ConsigneTir.ConsigneTirSurDrone
232;;FIELD;SAWMSN;SAWPNCTL;4;;1145/006;M - 1;4..5;ZONE WEAPON CONTROL STATUS;MPGT.PlanificationOperation3D;MPGT.ConsigneTir;APourObjectif{MPIA.ObjectifActivite}#AssocieCommeInstanceObjet{MPIA.MesureCoordination}#EstSoumiseA{MPGT.ConsigneTir}#MPGT.ConsigneTir.ConsigneTirSurHelicoptere
232;;FIELD;SAWMSN;SAWPNCTL;4;;1145/006;M - 1;4..5;ZONE WEAPON CONTROL STATUS;MPGT.PlanificationOperation3D;MPGT.ConsigneTir;APourObjectif{MPIA.ObjectifActivite}#AssocieCommeInstanceObjet{MPIA.MesureCoordination}#EstSoumiseA{MPGT.ConsigneTir}#MPGT.ConsigneTir.ConsigneTirSurMissile
233;;FIELD;SAWMSN;SAWPNCTL;5;;1028/045;M - 1;1..22;ENGAGEMENT AUTHORITY;MPGT.PlanificationOperation3D;MPIA.Unite;EstObjet{MPIA.AssociationInstanceObjetActivite}#APourSujet{MPIA.Unite}
234;;COMP. FIELD;SAWMSN;SAWPNCTL;6;;2368/004;O - 1;4..4;THREAT DIRECTION IN DEGREES TRUE, MAGNETIC OR RELATIVE;MPGT.PlanificationOperation3D;MPIA.AssocInstanceObjetLocalisation;APourObjectif{MPIA.ObjectifActivite}#AssocieCommeInstanceObjet{MPIA.MesureCoordination}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#MPIA.AssocInstanceObjetLocalisation.AngleMouvement
235;;SEGMENT;CCTASK;;;;;? - N;;COMMAND, CONTROL AND SURVEILLANCE TASKING;;;
236;;SET;CCTASK;CCTASK;;;;M - 1;;COMMAND, CONTROL AND SURVEILLANCE TASKING;;;
237;;;;;;;;;;;;;
238;;SET;CCTASK;BTLMAREA;;;;O - 1;;BATTLE MANAGEMENT AREA;;;
239;;;;;;;;;;;;;
240;;SET;CCTASK;FTRASSET;;;;O - N;;INTERCEPTOR FIGHTER ASSETS ASSIGNED/ATTACHED;;;
241;;;;;;;;;;;;;
242;;SET;CCTASK;SAWASSET;;;;O - N;;SURFACE-TO-AIR WEAPON (SAW) ASSETS ASSIGNED/ATTACHED;;;
243;;;;;;;;;;;;;
244;;SET;CCTASK;CCASSET;;;;O - N;;COMMAND AND CONTROL ASSETS ASSIGNED/ATTACHED;;;
245;;;;;;;;;;;;;
246;;SET;CCTASK;JAAWCORD;;;;O - N;;JOINT AIR-TO-AIR WARFARE SHORE COORDINATION;;;
247;;;;;;;;;;;;;
248;;SET;CCTASK;7CONTROL;;;;O - 1;;AIRCRAFT CONTROL INFORMATION;;;
249;;;;;;;;;;;;;
250;;SET;CCTASK;FACIP;;;;O - N;;FORWARD AIR CONTROLLER INITIAL POINT;;;
251;;;;;;;;;;;;;
252;;SET;CCTASK;SURVAREA;;;;O - N;;SURVEILLANCE AREA;;;
253;;;;;;;;;;;;;
254;;SEGMENT;AMSNDAT;;;;;? - N;;AIRCRAFT MISSION DATA;;;
255;;SET;AMSNDAT;AMSNDAT;;;;M - 1;;AIRCRAFT MISSION DATA;MPGT.PlanificationOperation3D;;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}
256;;FIELD;AMSNDAT;AMSNDAT;1;;1084/008;M - 1;1..1;RESIDUAL MISSION INDICATOR;MPGT.PlanificationOperation3D;;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#MPGT.MissionAir.IndicateurMissionResiduel
257;;FIELD;AMSNDAT;AMSNDAT;2;;1012/069;M - 1;1..8;MISSION NUMBER;MPGT.PlanificationOperation3D;;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#MPGT.MissionAir.NumeroMission
258;;FIELD;AMSNDAT;AMSNDAT;3;;1012/241;O - 1;1..12;AIRLIFT MISSION NUMBER;MPGT.PlanificationOperation3D;;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#MPGT.MissionAir.NumeroPontAerien
259;;FIELD;AMSNDAT;AMSNDAT;3;;1012/023;O - 1;3..3;AIRCRAFT EVENT NUMBER;MPGT.PlanificationOperation3D;;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#MPGT.MissionAir.NumeroEvenement
260;;FIELD;AMSNDAT;AMSNDAT;4;;1028/038;M - 1;1..5;PACKAGE IDENTIFICATION;MPGT.PlanificationOperation3D;MPIA.Unite;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourGroupement{MPIA.Unite}
261;;FIELD;AMSNDAT;AMSNDAT;5;;1515/005;O - 1;2..2;MISSION COMMANDER DESIGNATOR;MPGT.PlanificationOperation3D;MPIA.Unite;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#EstObjet{MPIA.AssociationInstanceObjetActivite}#APourSujet{MPIA.Unite}
262;;FIELD;AMSNDAT;AMSNDAT;6;;1012/277;O - 1;1..15;COMPOSITE AIR OPERATIONS (COMAO) IDENTIFIER;MPGT.PlanificationOperation3D;MPIA.EntiteOrganisationnelle;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#ACommeArticulation{MPIA.AutreArticulation}#APourEntitePlusHautNiveau{MPIA.EntiteOrganisationnelle}
263;;FIELD;AMSNDAT;AMSNDAT;7;;1285/031;M - 1;2..6;PRIMARY AERIAL MISSION TYPE;MPGT.PlanificationOperation3D;MPGT.MissionAir;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#MPGT.MissionAir.TypeMission
264;;FIELD;AMSNDAT;AMSNDAT;8;;1285/032;O - 1;2..6;SECONDARY AERIAL MISSION TYPE;MPGT.PlanificationOperation3D;MPGT.MissionAir;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#MPGT.MissionAir.TypeSecondaireMission
265;;FIELD;AMSNDAT;AMSNDAT;9;;1798/002;C - 1;2..3;AIR ALERT STATUS;MPGT.PlanificationOperation3D;MPIA.EtatOperationnelEntiteOrganisationnelle;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#APourEtat{MPIA.EtatOperationnelEntiteOrganisationnelle}#MPIA.EtatOperationnelEntiteOrganisationnelle.NiveauAlerte
270;;COMP. FIELD;AMSNDAT;AMSNDAT;-;;;-;;RECOVERY LOCATION;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourPointDepart{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
266;;FIELD;AMSNDAT;AMSNDAT;10.A;;1125/002;O - 1;4..4;ICAO BASE CODE;NON_TRACE;;NON_TRACE
267;;FIELD;AMSNDAT;AMSNDAT;10.B;;1022/170;O - 1;1..20;PLACE NAME;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourPointDepart{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
268;;FIELD;AMSNDAT;AMSNDAT;10.C;;2023/001;O - 1;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourPointDepart{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
269;;FIELD;AMSNDAT;AMSNDAT;10.D;;2087/001;O - 1;11..11;GEOGRAPHIC POSITION, UTM 100-METRE;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourPointDepart{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
270;;REPET. GROUP;AMSNDAT;AMSNDAT;-;;;-;;RECOVERY LOCATION;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourPointsRecuperation{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
271;;FIELD;AMSNDAT;AMSNDAT;11;;1125/002;C - N;4..4;ICAO BASE CODE;NON_TRACE;;NON_TRACE
272;;FIELD;AMSNDAT;AMSNDAT;11;;1022/170;C - N;1..20;PLACE NAME;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourPointsRecuperation{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
273;;FIELD;AMSNDAT;AMSNDAT;11;;2023/001;C - N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourPointsRecuperation{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
274;;FIELD;AMSNDAT;AMSNDAT;11;;2087/001;C - N;11..11;GEOGRAPHIC POSITION, UTM 100-METRE;MPGT.PlanificationOperation3D;MPGT.LocalisationGeometrique2D;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourPointsRecuperation{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
275;;SET;AMSNDAT;SCRAMBLE;;;;C - 1;;SCRAMBLE AUTHORITY;;;
276;;;;;;;;;;;;;
277;;SET;AMSNDAT;CODWDS;;;;O - 1;;CODEWORDS;;;
278;;;;;;;;;;;;;
279;;SEGMENT;MSNACFT;;;;;? - N;;INDIVIDUAL AIRCRAFT MISSION DATA;;;
280;;SET;MSNACFT;MSNACFT;;;;M - 1;;INDIVIDUAL AIRCRAFT MISSION DATA;;;
281;;;;;;;;;;;;;
282;;SET;MSNACFT;ARINFO;;;;O - N;;AERIAL REFUELLING INFORMATION;;;
283;;;;;;;;;;;;;
284;;SET;AMSNDAT;URMKREF;;;;O - 1;;UNIT REMARKS REFERENCE;;;
285;;;;;;;;;;;;;
286;;SET;AMSNDAT;ROUTE;;;;O - 1;;ROUTE;;;
287;;;;;;;;;;;;;
288;;SET;AMSNDAT;1MSNRTE;;;;O - 1;;MISSION ROUTING;;;
289;;;;;;;;;;;;;
290;;SEGMENT;PKGINFO;;;;;? - N;;PACKAGE INFORMATION;;;
291;;SET;PKGINFO;PKGINFO;;;;M - 1;;PACKAGE INFORMATION;;;
292;;;;;;;;;;;;;
293;;SET;PKGINFO;9PKGDAT;;;;M - 1;;PACKAGE DATA;;;
294;;;;;;;;;;;;;
295;;SET;PKGINFO;POC;;;;O - 1;;POINT OF CONTACT INFORMATION;;;
296;;;;;;;;;;;;;
297;;SET;PKGINFO;CODWDS;;;;O - 1;;CODEWORDS;;;
298;;;;;;;;;;;;;
299;;SET;AMSNDAT;PKGCMD;;;;C - 1;;PACKAGE COMMANDER;;;
300;;FIELD;AMSNDAT;PKGCMD;1;;1028/038;M - 1;1..5;PACKAGE IDENTIFICATION;MPGT.PlanificationOperation3D;MPIA.Unite;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourGroupement{MPIA.Unite}
301;;FIELD;AMSNDAT;PKGCMD;2;;1028/041;M - 1;1..30;TASKED UNIT DESIGNATOR;MPGT.PlanificationOperation3D;MPIA.Unite{MPIA.RacineOperationnelle};EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourGroupement{MPIA.Unite}#MPIA.RacineOperationnelle.Nom
302;;FIELD;AMSNDAT;PKGCMD;2;;2141/001;M - 1;7..9;UNIT IDENTIFICATION CODE (UIC);MPGT.PlanificationOperation3D;MPIA.Unite{MPIA.EntiteOrganisationnelle};EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourGroupement{MPIA.Unite}#MPGT.EntiteOrganisationnelle.CodeIdentification
303;;FIELD;AMSNDAT;PKGCMD;3;;1012/069;M - 1;1..8;MISSION NUMBER;MPGT.PlanificationOperation3D;;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#MPGT.MissionAir.NumeroMissionGroupement
304;;FIELD;AMSNDAT;PKGCMD;4;;1129/034;M - 1;1..12;CALL SIGN, ABBREVIATED;MPGT.PlanificationOperation3D;;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#MPGT.MissionAir.SignalAppelGroupement
305;;SEGMENT;AMSNLOC;;;;;? - N;;AIRCRAFT MISSION LOCATION;;;
