Ligne;N° Set;Type élément;Segment;Ensemble;Zone;SS Zone;FFIRN/FUDN;Card.;Longueur;Libellé;Entité MPGT de départ {Entité de l'attribut};Entité MPGT instanciée {Entité de l'attribut};Attribut MPGT
1183;33;FIELD;EORGID;LOCAMPN;2;;1022/004;O-1;1..20;LOCATION NAME;MPIA.Unite;MPIA.AutreTypeElementControle;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#MPIA.RacineOperationnelle.Nom
1184;33;FIELD;EORGID;LOCAMPN;3;;1022/090;O-1;1..30;GEOGRAPHIC PLACE NAME;MPIA.Unite;MPIA.Localisation;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPIA.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
1185;33;FIELD;EORGID;LOCAMPN;4;;1026/001;O-1;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
1186;33;SET;EORGID;LOCAMPN;;;;O-1;;LOCATION AMPLIFICATION;;;
1187;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1188;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Type;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.Type.Fictif
1189;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Rapport;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
1190;33;FIELD;EORGID;LOCAMPN;2;;1022/004;O-1;1..20;LOCATION NAME;MPIA.Unite;MPIA.Limite;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#MPIA.RacineOperationnelle.Nom
1191;33;FIELD;EORGID;LOCAMPN;3;;1022/090;O-1;1..30;GEOGRAPHIC PLACE NAME;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
1192;33;FIELD;EORGID;LOCAMPN;4;;1026/001;O-1;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
1193;33;SET;EORGID;LOCAMPN;;;;O-1;;LOCATION AMPLIFICATION;;;
1194;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.AutreSite}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1195;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.AutreTypeSite;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Site}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.AutreTypeSite}#MPIA.AutreTypeSite.Categorie
1196;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Type;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Site}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.AutreTypeSite}#MPIA.Type.Fictif
1197;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Rapport;EstSujet{MPGT.AssociationEntiteOrgSite}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
1198;33;FIELD;EORGID;LOCAMPN;2;;1022/004;O-1;1..20;LOCATION NAME;MPIA.Unite;MPIA.AutreTypeSite;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Site}#MPIA.RacineOperationnelle.Nom
1199;33;FIELD;EORGID;LOCAMPN;3;;1022/090;O-1;1..30;GEOGRAPHIC PLACE NAME;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Site}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
1200;33;FIELD;EORGID;LOCAMPN;4;;1026/001;O-1;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Site}#EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
1201;33;SET;EORGID;LOCAMPN;;;;O-1;;LOCATION AMPLIFICATION;;;
1202;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Aerodrome}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1203;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Type;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Aerodrome}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.Type.Fictif
1204;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Rapport;EstSujet{MPGT.AssociationEntiteOrgSite}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
1205;33;FIELD;EORGID;LOCAMPN;2;;1022/004;O-1;1..20;LOCATION NAME;MPIA.Unite;MPIA.Aerodrome;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Aerodrome}#MPIA.RacineOperationnelle.Nom
1206;33;FIELD;EORGID;LOCAMPN;3;;1022/090;O-1;1..30;GEOGRAPHIC PLACE NAME;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Aerodrome}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
1207;33;FIELD;EORGID;LOCAMPN;4;;1026/001;O-1;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Aerodrome}#EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
1208;33;SET;EORGID;LOCAMPN;;;;O-1;;LOCATION AMPLIFICATION;;;
1209;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Obstacle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1210;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Type;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Obstacle}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.Type.Fictif
1211;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Rapport;EstSujet{MPGT.AssociationEntiteOrgSite}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
1212;33;FIELD;EORGID;LOCAMPN;2;;1022/004;O-1;1..20;LOCATION NAME;MPIA.Unite;MPIA.Obstacle;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Obstacle}#MPIA.RacineOperationnelle.Nom
1213;33;FIELD;EORGID;LOCAMPN;3;;1022/090;O-1;1..30;GEOGRAPHIC PLACE NAME;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Obstacle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
1214;33;FIELD;EORGID;LOCAMPN;4;;1026/001;O-1;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Obstacle}#EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
1215;33;SET;EORGID;LOCAMPN;;;;O-1;;LOCATION AMPLIFICATION;;;
1216;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Pont}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1217;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Type;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Pont}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.Type.Fictif
1218;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Rapport;EstSujet{MPGT.AssociationEntiteOrgSite}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
1219;33;FIELD;EORGID;LOCAMPN;2;;1022/004;O-1;1..20;LOCATION NAME;MPIA.Unite;MPIA.Pont;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Pont}#MPIA.RacineOperationnelle.Nom
1220;33;FIELD;EORGID;LOCAMPN;3;;1022/090;O-1;1..30;GEOGRAPHIC PLACE NAME;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Pont}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
1221;33;FIELD;EORGID;LOCAMPN;4;;1026/001;O-1;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Pont}#EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
1222;33;SET;EORGID;LOCAMPN;;;;O-1;;LOCATION AMPLIFICATION;;;
1223;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Route}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1224;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Type;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Route}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.Type.Fictif
1225;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Rapport;EstSujet{MPGT.AssociationEntiteOrgSite}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
1226;33;FIELD;EORGID;LOCAMPN;2;;1022/004;O-1;1..20;LOCATION NAME;MPIA.Unite;MPIA.Route;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Route}#MPIA.RacineOperationnelle.Nom
1227;33;FIELD;EORGID;LOCAMPN;3;;1022/090;O-1;1..30;GEOGRAPHIC PLACE NAME;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Route}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
1228;33;FIELD;EORGID;LOCAMPN;4;;1026/001;O-1;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;EstSujet{MPGT.AssociationEntiteOrgSite}#APourObjet{MPIA.Route}#EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
1229;33;SET;EORGID;LOCAMPN;;;;O-1;;LOCATION AMPLIFICATION;;;
1230;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1231;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.TypeEntiteOrganisationnelle;APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.TypeEntiteOrganisationnelle}#MPIA.TypeEntiteOrganisationnelle.TypeCommandement
1232;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.EtatOperationnelEntiteOrganisationnelle;APourEtat{MPIA.EtatOperationnelEntiteOrganisationnelle}#MPIA.EtatOperationnelEntiteOrganisationnelle.FonctionPC
1233;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Type;APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.TypeEntiteOrganisationnelle}#MPIA.Type.Fictif
1234;33;FIELD;EORGID;LOCAMPN;2;;1022/004;O-1;1..20;LOCATION NAME;MPIA.Unite;MPIA.AssocInstanceObjetLocalisation;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#APourCaracteristiques{MPGT.CaracteristiquesAssocInstanceObjetLocalisation}#MPGT.CaracteristiquesAssocInstanceObjetLocalisation.NomBapteme
1235;33;FIELD;EORGID;LOCAMPN;3;;1022/090;O-1;1..30;GEOGRAPHIC PLACE NAME;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
1236;33;FIELD;EORGID;LOCAMPN;4;;1026/001;O-1;2..2;GEOGRAPHICAL ENTITY;_;_;_
1237;33;SET;EORGID;LOCAMPN;;;;O-1;;LOCATION AMPLIFICATION;;;
1238;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPIA.LocalisationGeometrique2D}
1239;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.AssocInstanceObjetLocalisation;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#MPIA.AssocInstanceObjetLocalisation.Categorie
1240;33;FIELD;EORGID;LOCAMPN;2;;1022/004;O-1;1..20;LOCATION NAME;MPIA.Unite;MPIA.AssocInstanceObjetLocalisation;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#APourCaracteristiques{MPGT.CaracteristiquesAssocInstanceObjetLocalisation}#MPGT.CaracteristiquesAssocInstanceObjetLocalisation.NomBapteme
1241;33;FIELD;EORGID;LOCAMPN;3;;1022/090;O-1;1..30;GEOGRAPHIC PLACE NAME;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu
1242;33;FIELD;EORGID;LOCAMPN;4;;1026/001;O-1;2..2;GEOGRAPHICAL ENTITY;_;_;_
386;34;SET;EORGID;TIME;;;;M-1;;TIME;;;
387;34;REPET. GROUP;-;-;-;-;-;-;-;-;;;
388;34;FIELD;EORGID;TIME;1;;1220/001;M-1;2..7;TIME QUALIFIER;;;
389;34;COMP. FIELD;EORGID;TIME;2;;2323/001;M-1;14..14;DATE-TIME INDICATOR;_;_;_
390;34;COMP. FIELD;EORGID;TIME;2A;;2323/001;M-1;14..14;DTG, ZULU, 4-DIGIT YEAR;MPIA.Unite;MPIA.Rapport;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateDebut
391;34;COMP. FIELD;EORGID;TIME;2B;;2030/001;M-1;10..10;DAY-TIME AND MONTH;MPIA.Unite;MPIA.Rapport;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateDebut
392;34;COMP. FIELD;EORGID;TIME;2C;;2067/001;M-1;5..5;DAY-MONTH NAME;MPIA.Unite;MPIA.Rapport;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateDebut
1246;34;COMP. FIELD;EORGID;TIME;2A;;2323/001;M-1;14..14;DTG, ZULU, 4-DIGIT YEAR;MPIA.Unite;MPIA.Rapport;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateFin
1247;34;COMP. FIELD;EORGID;TIME;2B;;2030/001;M-1;10..10;DAY-TIME AND MONTH;MPIA.Unite;MPIA.Rapport;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateFin
1248;34;COMP. FIELD;EORGID;TIME;2C;;2067/001;M-1;5..5;DAY-MONTH NAME;MPIA.Unite;MPIA.Rapport;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateFin
1249;34;COMP. FIELD;EORGID;TIME;2A;;2323/001;M-1;14..14;DTG, ZULU, 4-DIGIT YEAR;MPIA.Unite;MPIA.AssociationInstanceObjetActivite;EstSujet{MPIA.AssociationInstanceObjetActivite}#MPIA.AssociationInstanceObjetActivite.DateDebut
1250;34;COMP. FIELD;EORGID;TIME;2B;;2030/001;M-1;10..10;DAY-TIME AND MONTH;MPIA.Unite;MPIA.AssociationInstanceObjetActivite;EstSujet{MPIA.AssociationInstanceObjetActivite}#MPIA.AssociationInstanceObjetActivite.DateDebut
1251;34;COMP. FIELD;EORGID;TIME;2C;;2067/001;M-1;5..5;DAY-MONTH NAME;MPIA.Unite;MPIA.AssociationInstanceObjetActivite;EstSujet{MPIA.AssociationInstanceObjetActivite}#MPIA.AssociationInstanceObjetActivite.DateDebut
1252;34;COMP. FIELD;EORGID;TIME;2A;;2323/001;M-1;14..14;DTG, ZULU, 4-DIGIT YEAR;MPIA.Unite;MPIA.AssociationInstanceObjetActivite;EstSujet{MPIA.AssociationInstanceObjetActivite}#MPIA.AssociationInstanceObjetActivite.DateFin
1253;34;COMP. FIELD;EORGID;TIME;2B;;2030/001;M-1;10..10;DAY-TIME AND MONTH;MPIA.Unite;MPIA.AssociationInstanceObjetActivite;EstSujet{MPIA.AssociationInstanceObjetActivite}#MPIA.AssociationInstanceObjetActivite.DateFin
1254;34;COMP. FIELD;EORGID;TIME;2C;;2067/001;M-1;5..5;DAY-MONTH NAME;MPIA.Unite;MPIA.AssociationInstanceObjetActivite;EstSujet{MPIA.AssociationInstanceObjetActivite}#MPIA.AssociationInstanceObjetActivite.DateFin
1255;34;COMP. FIELD;EORGID;TIME;2A;;2323/001;M-1;14..14;DTG, ZULU, 4-DIGIT YEAR;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#EstSujet{MPIA.AssociationActiviteLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateDebut
1256;34;COMP. FIELD;EORGID;TIME;2B;;2030/001;M-1;10..10;DAY-TIME AND MONTH;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#EstSujet{MPIA.AssociationActiviteLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateDebut
1257;34;COMP. FIELD;EORGID;TIME;2C;;2067/001;M-1;5..5;DAY-MONTH NAME;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#EstSujet{MPIA.AssociationActiviteLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateDebut
1258;34;COMP. FIELD;EORGID;TIME;2A;;2323/001;M-1;14..14;DTG, ZULU, 4-DIGIT YEAR;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#EstSujet{MPIA.AssociationActiviteLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateFin
1259;34;COMP. FIELD;EORGID;TIME;2B;;2030/001;M-1;10..10;DAY-TIME AND MONTH;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#EstSujet{MPIA.AssociationActiviteLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateFin
1260;34;COMP. FIELD;EORGID;TIME;2C;;2067/001;M-1;5..5;DAY-MONTH NAME;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#EstSujet{MPIA.AssociationActiviteLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateFin
1261;34;COMP. FIELD;EORGID;TIME;2A;;2323/001;M-1;14..14;DTG, ZULU, 4-DIGIT YEAR;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Action}#APourEtat{MPIA.EtatAction}#EstRapportePar{MPIA.Rapport}#MPIA.Rapport.DateDebut
1262;34;COMP. FIELD;EORGID;TIME;2B;;2030/001;M-1;10..10;DAY-TIME AND MONTH;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Action}#APourEtat{MPIA.EtatAction}#EstRapportePar{MPIA.Rapport}#MPIA.Rapport.DateDebut
1263;34;COMP. FIELD;EORGID;TIME;2C;;2067/001;M-1;5..5;DAY-MONTH NAME;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Action}#APourEtat{MPIA.EtatAction}#EstRapportePar{MPIA.Rapport}#MPIA.Rapport.DateDebut
1264;34;COMP. FIELD;EORGID;TIME;2A;;2323/001;M-1;14..14;DTG, ZULU, 4-DIGIT YEAR;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Action}#APourEtat{MPIA.EtatAction}#EstRapportePar{MPIA.Rapport}#MPIA.Rapport.DateFin
1265;34;COMP. FIELD;EORGID;TIME;2B;;2030/001;M-1;10..10;DAY-TIME AND MONTH;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Action}#APourEtat{MPIA.EtatAction}#EstRapportePar{MPIA.Rapport}#MPIA.Rapport.DateFin
1266;34;COMP. FIELD;EORGID;TIME;2C;;2067/001;M-1;5..5;DAY-MONTH NAME;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Action}#APourEtat{MPIA.EtatAction}#EstRapportePar{MPIA.Rapport}#MPIA.Rapport.DateFin
393;34;COMP. FIELD;EORGID;TIME;2D;;1258/001;M-1;1..2;REFERENCE TIME INDICATOR;NON_TRACE;NON_TRACE;NON_TRACE
394;34;COMP. FIELD;EORGID;TIME;2E;;2055/001;M-1;8..13;ADJUSTED REFERENCE TIME;NON_TRACE;NON_TRACE;NON_TRACE
395;35;SET;EORGID;ACTIVITY;;;;M-1;;ACTIVITY;;;
396;35;FIELD;EORGID;ACTIVITY;1;;1268/001;M-1;3..4;STAGE OF CONFIRMATION;MPIA.Unite;MPIA.Rapport;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Action}#APourEtat{MPIA.EtatAction}#EstRapportePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
1245;35;FIELD;EORGID;ACTIVITY;1;;1268/001;M-1;3..4;STAGE OF CONFIRMATION;MPIA.Unite;MPIA.Activite;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#MPIA.Action.Categorie
397;35;FIELD;EORGID;ACTIVITY;2;;1299/001;M-1;1..8;ACTIVITY TYPE;MPIA.Unite;MPIA.Activite;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#MPIA.Action.Activite
397;35;FIELD;EORGID;ACTIVITY;2;;1299/001;M-1;1..8;ACTIVITY TYPE;MPIA.Unite;MPIA.Activite;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#MPIA.Action.SousActivite
398;35;FIELD;EORGID;ACTIVITY;3;;1291/001;O-1;3..5;ACTIVITY QUALIFIER;MPIA.Unite;MPIA.Activite;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#MPGT.Action.EffortPrincipal
398;35;FIELD;EORGID;ACTIVITY;3;;1291/001;O-1;3..5;ACTIVITY QUALIFIER;MPIA.Unite;MPIA.Activite;EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#MPGT.Action.Fictive
