Ligne;N° Set;Type élément;Segment;Ensemble;Zone;SS Zone;FFIRN/FUDN;Card.;Longueur;Libellé;Entité MPGT de départ {Entité de l'attribut};Entité MPGT instanciée {Entité de l'attribut};Attribut MPGT
194;17;FIELD;ORGID;ORGID;10;3;1012/103 ;C-1;1..1;FILE SEQUENTIAL LOCATION NUMBER ;MPIA.StructureOrganisee;MPIA.StructureOrganisee{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
195;18;SET;ORGID;TPERID;;;;O-1;;TIME PERIOD COVERED;_;_;_
196;18;COMP. FIELD;ORGID;TPERID;1;;2323/016;M-1;14..14;DTG FROM, ZULU, 4 YR;MPIA.Unite;MPIA.Rapport;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateDebut
197;18;COMP. FIELD;ORGID;TPERID;2;;2323/017;M-1;14..14;DTG TO, ZULU, 4 YR;MPIA.Unite;MPIA.Rapport;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateFin
198;18;COMP. FIELD;ORGID;TPERID;1;;2323/016;M-1;14..14;DTG FROM, ZULU, 4 YR;MPIA.StructureOrganisee;MPIA.Rapport;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateDebut
199;18;COMP. FIELD;ORGID;TPERID;2;;2323/017;M-1;14..14;DTG TO, ZULU, 4 YR;MPIA.StructureOrganisee;MPIA.Rapport;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.DateFin
200;19;SEGMENT
Niveau 3;LOCNFSTS;;;;;M-N;;LOCATION, NEAREST FEATURE AND CONFIRMATION STATUS;_;_;_
201;19;SET;LOCNFSTS;LOCNFSTS;;;;M-1;;LOCATION, NEAREST FEATURE AND CONFIRMATION STATUS;_;_;_
202;19;FIELD;LOCNFSTS;LOCNFSTS;1;;1268/002;M-1;4..4;STATUS OF CONFIRMATION;MPIA.EntiteOrganisationnelle{NON INST};MPIA.Rapport;EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
203;19;FIELD;LOCNFSTS;LOCNFSTS;2;;1022/090;M-1;1..30;GEOGRAPHIC PLACE NAME;MPIA.EntiteOrganisationnelle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#MPGT.Localisation.Lieu{nON INST}
204;19;REPET. GROUP;-;-;-;-;-;-;-;;_;_;_
205;19;FIELD;LOCNFSTS;LOCNFSTS;3;;;M-N;;UTM GRID REFERENCE;_;_;_
206;19;COMP. FIELD;LOCNFSTS;LOCNFSTS;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.EntiteOrganisationnelle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
207;19;COMP. FIELD;LOCNFSTS;LOCNFSTS;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.EntiteOrganisationnelle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
208;19;COMP. FIELD;LOCNFSTS;LOCNFSTS;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.EntiteOrganisationnelle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
209;19;COMP. FIELD;LOCNFSTS;LOCNFSTS;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.EntiteOrganisationnelle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
210;19;FIELD;LOCNFSTS;LOCNFSTS;3;;;M-N;;UTM GRID REFERENCE;_;_;_
211;19;COMP. FIELD;LOCNFSTS;LOCNFSTS;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.EntiteOrganisationnelle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.LigneGeometrique}#APourLocalisation{MPGT.CoordonneesLatLong}
212;19;COMP. FIELD;LOCNFSTS;LOCNFSTS;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.EntiteOrganisationnelle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.LigneGeometrique}#APourLocalisation{MPGT.CoordonneesLatLong}
213;19;COMP. FIELD;LOCNFSTS;LOCNFSTS;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.EntiteOrganisationnelle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.LigneGeometrique}#APourLocalisation{MPGT.CoordonneesLatLong}
214;19;COMP. FIELD;LOCNFSTS;LOCNFSTS;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.EntiteOrganisationnelle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.LigneGeometrique}#APourLocalisation{MPGT.CoordonneesLatLong}
229;20;SEGMENT
Niveau 4;TPERID;;;;;M-N;;TIME PERIOD COVERED;;;
230;20;SET;TPERID;TPERID;;;;M-1;;TIME PERIOD COVERED;;;
231;20;COMP. FIELD;TPERID;TPERID;1;;2323/016;M-1;14..14;DTG FROM, ZULU, 4 YR;MPIA.Localisation{NON INST};MPIA.Activite;EstObjet{MPIA.AssociationActiviteLocalisation}#AssocieCommeSujet{MPIA.Activite}#MPIA.Action.DateDebutPrevue
232;20;COMP. FIELD;TPERID;TPERID;2;;2323/017;M-1;14..14;DTG TO, ZULU, 4 YR;MPIA.Localisation{NON INST};MPIA.Activite;EstObjet{MPIA.AssociationActiviteLocalisation}#AssocieCommeSujet{MPIA.Activite}#MPIA.Action.DateFinPrevue
233;21;SET;TPERID;ACTIVITY;;;;O-1;;ACTIVITY;;;
234;21;FIELD;TPERID;ACTIVITY;1;;1268/001;M-1;3..4;STAGE OF CONFIRMATION;MPIA.Localisation{NON INST};MPIA.Rapport;EstObjet{MPIA.AssociationActiviteLocalisation}#AssocieCommeSujet{MPIA.Action}#APourEtat{MPIA.EtatAction}#EstRapportePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
1009;21;FIELD;TPERID;ACTIVITY;1;;1268/001;M-1;3..4;STAGE OF CONFIRMATION;MPIA.Localisation{NON INST};MPIA.Activite;EstObjet{MPIA.AssociationActiviteLocalisation}#AssocieCommeSujet{MPIA.Activite}#MPIA.Action.Categorie
235;21;FIELD;TPERID;ACTIVITY;2;;1299/001;M-1;1..8;ACTIVITY TYPE;MPIA.Localisation{NON INST};MPIA.Activite;EstObjet{MPIA.AssociationActiviteLocalisation}#AssocieCommeSujet{MPIA.Activite}#MPIA.Action.Activite
236;21;FIELD;TPERID;ACTIVITY;2;;1299/001;M-1;1..8;ACTIVITY TYPE;MPIA.Localisation{NON INST};MPIA.Activite;EstObjet{MPIA.AssociationActiviteLocalisation}#AssocieCommeSujet{MPIA.Activite}#MPIA.Action.SousActivite
237;21;FIELD;TPERID;ACTIVITY;3;;1291/001;O-1;3..5;ACTIVITY QUALIFIER;MPIA.Localisation{NON INST};MPIA.Activite;EstObjet{MPIA.AssociationActiviteLocalisation}#AssocieCommeSujet{MPIA.Activite}#MPGT.Action.EffortPrincipal
238;21;FIELD;TPERID;ACTIVITY;3;;1291/001;O-1;3..5;ACTIVITY QUALIFIER;MPIA.Localisation{NON INST};MPIA.Activite;EstObjet{MPIA.AssociationActiviteLocalisation}#AssocieCommeSujet{MPIA.Activite}#MPGT.Action.Fictive
239;21;FIELD;TPERID;ACTIVITY;4;;1020/003;O-1;1..20;ACTIVITY CODEWORD/DESIGNATOR;MPIA.Localisation{NON INST};MPIA.Activite{MPIA.RacineOperationnelle};EstObjet{MPIA.AssociationActiviteLocalisation}#AssocieCommeSujet{MPIA.Activite}#MPIA.RacineOperationnelle.Nom
240;22;SET;TPERID;OPMOVEMT;;;;O-1;;OPERATIONAL MOVEMENT;;;
241;22;FIELD;TPERID;OPMOVEMT;1;;1161/003;M-1;1..2;MOVEMENT DIRECTION;_;_;_
242;22;FIELD;TPERID;OPMOVEMT;1A;;1161/003;M-1;1..2;DIRECTION OF MOVEMENT;MPIA.Localisation{NON INST};MPIA.AssocInstanceObjetLocalisation;SertALocaliser{MPIA.AssocInstanceObjetLocalisation}#MPIA.AssocInstanceObjetLocalisation.AngleMouvement
243;22;COMP. FIELD;TPERID;OPMOVEMT;1B;;2321/001;M-1;6..6;DIRECTION IN DEGREES;_;_;_
244;22;SS ZONE;TPERID;OPMOVEMT;1B;1;1023/043;-;3..3;CONTEXT QUANTITY, 000-360;MPIA.Localisation{NON INST};MPIA.AssocInstanceObjetLocalisation;SertALocaliser{MPIA.AssocInstanceObjetLocalisation}#MPIA.AssocInstanceObjetLocalisation.AngleMouvement
245;22;SS ZONE;TPERID;OPMOVEMT;1B;2;1008/009;-;3..3;UNIT OF MEASUREMENT, DIRECTION IN DEGREES
(DGG, DGM, DGT);_;_;_
246;22;COMP. FIELD;TPERID;OPMOVEMT;1C;;2322/001;M-1;7..7;DIRECTION IN MILS;_;_;_
247;22;SS ZONE;TPERID;OPMOVEMT;1C;1;1023/006;-;4..4;CONTEXT QUANTITY, 0000-6400;MPIA.Localisation{NON INST};MPIA.AssocInstanceObjetLocalisation;SertALocaliser{MPIA.AssocInstanceObjetLocalisation}#MPIA.AssocInstanceObjetLocalisation.AngleMouvement
248;22;SS ZONE;TPERID;OPMOVEMT;1C;2;1008/010;-;3..3;UNIT OF MEASUREMENT, DIRECTION IN MILS;_;_;_
249;22;COMP. FIELD;TPERID;OPMOVEMT;2;;2063/001;M-1;4..7;SPEED;_;_;_
250;22;SS ZONE;TPERID;OPMOVEMT;2;1;1023/018;-;1..4;CONTEXT QUANTITY, DECIMAL PT PERMITTED, 4 CHAR MAX;MPIA.Localisation{NON INST};MPIA.AssocInstanceObjetLocalisation;SertALocaliser{MPIA.AssocInstanceObjetLocalisation}#MPIA.AssocInstanceObjetLocalisation.Vitesse
251;22;SS ZONE;TPERID;OPMOVEMT;2;2;1008/005;-;3..3;UNIT OF SPEED/VELOCITY MEASUREMENT
(MPH, KTS, KPH, MPS);MPIA.Localisation{NON INST};MPIA.AssocInstanceObjetLocalisation;SertALocaliser{MPIA.AssocInstanceObjetLocalisation}#MPIA.AssocInstanceObjetLocalisation.Vitesse
252;23;SET
Niveau 1;;GENTEXT;;;;C-1;;COMMANDERS ASSESSMENT;;;
253;23;FIELD;;GENTEXT;1;;1009/001;M-1;1..61;TEXT INDICATOR;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT.PARTTITL_2_COMMANDERS ASSESSMENT
254;23;FIELD;;GENTEXT;2;;1006/001;M-1;1..99;FREE TEXT;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT.PARTTITL_2_COMMANDERS ASSESSMENT
255;;;;;;;;;;;;;
256;24;SEGMENT
Niveau 1;PARTTITL;;;;;O-N;;"OWN FORCES UNIT STATUS";;;
257;24;SET;PARTTITL;PARTTITL;;;;M-1;;MESSAGE PART AND TITLE;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT.PARTTITL_3
258;25;SEGMENT
Niveau 2;ORGID;;;;;M-N;;ORGANIZATION DESIGNATOR;;;
259;25;SET;ORGID;ORGID;;;;M-1;;ORGANIZATION DESIGNATOR;_;_;_
260;25;FIELD;ORGID;ORGID;1;;1022/039;M-1;1..15;UNIT DESIGNATION NAME;MPIA.Unite;MPIA.Unite;MPIA.RacineOperationnelle.Nom
261;25;FIELD;ORGID;ORGID;2;;1045/004;M-1;1..7;UNIT SIZE INDICATOR;MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.Niveau
262;25;FIELD;ORGID;ORGID;3;;1026/001;M-1;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
263;25;FIELD;ORGID;ORGID;4;;1311/002;M-1;2..6;UNIT ROLE INDICATOR CODE 'A';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.Categorie
264;25;FIELD;ORGID;ORGID;5;;1311/003;M-1;2..6;UNIT ROLE INDICATOR CODE 'B';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.CategorieArme
265;25;FIELD;ORGID;ORGID;6;;1311/004;M-1;2..6;UNIT ROLE INDICATOR CODE 'C';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.SpecialisationArme
266;25;FIELD;ORGID;ORGID;7;;1311/005;M-1;2..6;UNIT ROLE INDICATOR CODE 'D';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.SecondeSpecialisationArme
267;25;FIELD;ORGID;ORGID;7;;1311/005;M-1;2..6;UNIT ROLE INDICATOR CODE 'D';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.MobiliteGenerale
268;25;FIELD;ORGID;ORGID;7;;1311/005;M-1;2..6;UNIT ROLE INDICATOR CODE 'D';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.QualificatifArme
269;25;FIELD;ORGID;ORGID;8;;1022/040;M-1;1..15;HIGHER FORMATION NAME;MPIA.Unite;MPIA.Unite;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#MPIA.RacineOperationnelle.Nom
270;25;FIELD;ORGID;ORGID;9;;;M-1;;ARMED SERVICE OR CIVILIAN AGENCY CODE;_;_;_
271;25;FIELD;ORGID;ORGID;9A;;1107/001;M-1;1..1;ARMED SERVICE;MPIA.Unite;MPIA.TypeOrganisationGouvernementale;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.TypeOrganisationGouvernementale.Armee
272;25;FIELD;ORGID;ORGID;9B;;1507/001;M-1;2..8;CIVILIAN AGENCY CODE;_;_;_
273;25;COMP. FIELD;ORGID;ORGID;10;;2141/001;C-1;7..9;UNIT IDENTIFICATION CODE (UIC);_;_;_
274;25;FIELD;ORGID;ORGID;10;1;1026/002 ;C-1;2..2;NATIONALITY;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
275;25;FIELD;ORGID;ORGID;10;2;1107/001 ;C-1;1..1;ARMED SERVICE ;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
276;25;FIELD;ORGID;ORGID;10;3;1012/103 ;C-1;1..1;FILE SEQUENTIAL LOCATION NUMBER ;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
277;25;SET;ORGID;ORGID;;;;M-1;;ORGANIZATION DESIGNATOR;_;_;_
278;25;FIELD;ORGID;ORGID;1;;1022/039;M-1;1..15;UNIT DESIGNATION NAME;MPIA.Unite;MPIA.Unite;MPIA.RacineOperationnelle.Nom
279;25;FIELD;ORGID;ORGID;2;;1045/004;M-1;1..7;UNIT SIZE INDICATOR;MPIA.Unite;MPIA.TypeRegroupementForce;APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.TypeRegroupementForce.Categorie
280;25;FIELD;ORGID;ORGID;3;;1026/001;M-1;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
281;25;FIELD;ORGID;ORGID;4;;1311/002;M-1;2..6;UNIT ROLE INDICATOR CODE 'A';_;_;_
282;25;FIELD;ORGID;ORGID;5;;1311/003;M-1;2..6;UNIT ROLE INDICATOR CODE 'B';_;_;_
283;25;FIELD;ORGID;ORGID;6;;1311/004;M-1;2..6;UNIT ROLE INDICATOR CODE 'C';_;_;_
284;25;FIELD;ORGID;ORGID;7;;1311/005;M-1;2..6;UNIT ROLE INDICATOR CODE 'D';_;_;_
285;25;FIELD;ORGID;ORGID;8;;1022/040;M-1;1..15;HIGHER FORMATION NAME;MPIA.Unite;MPIA.Unite;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#MPIA.RacineOperationnelle.Nom
286;25;FIELD;ORGID;ORGID;9;;;M-1;;ARMED SERVICE OR CIVILIAN AGENCY CODE;_;_;_
287;25;FIELD;ORGID;ORGID;9A;;1107/001;M-1;1..1;ARMED SERVICE;MPIA.Unite;MPIA.TypeOrganisationGouvernementale;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.TypeOrganisationGouvernementale.Armee
288;25;FIELD;ORGID;ORGID;9B;;1507/001;M-1;2..8;CIVILIAN AGENCY CODE;_;_;_
289;25;COMP. FIELD;ORGID;ORGID;10;;2141/001;C-1;7..9;UNIT IDENTIFICATION CODE (UIC);_;_;_
290;25;FIELD;ORGID;ORGID;10;1;1026/002 ;C-1;2..2;NATIONALITY;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
291;25;FIELD;ORGID;ORGID;10;2;1107/001 ;C-1;1..1;ARMED SERVICE ;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
292;25;FIELD;ORGID;ORGID;10;3;1012/103 ;C-1;1..1;FILE SEQUENTIAL LOCATION NUMBER ;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
293;25;SET;ORGID;ORGID;;;;M-1;;ORGANIZATION DESIGNATOR;_;_;_
294;25;FIELD;ORGID;ORGID;1;;1022/039;M-1;1..15;UNIT DESIGNATION NAME;MPIA.StructureOrganisee;MPIA.StructureOrganisee{MPIA.RacineOperationnelle};MPIA.RacineOperationnelle.Nom
295;25;FIELD;ORGID;ORGID;2;;1045/004;M-1;1..7;UNIT SIZE INDICATOR;_;_;_
296;25;FIELD;ORGID;ORGID;3;;1026/001;M-1;2..2;GEOGRAPHICAL ENTITY;MPIA.StructureOrganisee;MPIA.EntitePolitique;EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
297;25;FIELD;ORGID;ORGID;4;;1311/002;M-1;2..6;UNIT ROLE INDICATOR CODE 'A';_;_;_
298;25;FIELD;ORGID;ORGID;5;;1311/003;M-1;2..6;UNIT ROLE INDICATOR CODE 'B';_;_;_
299;25;FIELD;ORGID;ORGID;6;;1311/004;M-1;2..6;UNIT ROLE INDICATOR CODE 'C';_;_;_
300;25;FIELD;ORGID;ORGID;7;;1311/005;M-1;2..6;UNIT ROLE INDICATOR CODE 'D';_;_;_
301;25;FIELD;ORGID;ORGID;8;;1022/040;M-1;1..15;HIGHER FORMATION NAME;_;_;_
302;25;FIELD;ORGID;ORGID;9;;;M-1;;ARMED SERVICE OR CIVILIAN AGENCY CODE;_;_;_
303;25;FIELD;ORGID;ORGID;9A;;1107/001;M-1;1..1;ARMED SERVICE;_;_;_
304;25;FIELD;ORGID;ORGID;9B;;1507/001;M-1;2..8;CIVILIAN AGENCY CODE;MPIA.StructureOrganisee;MPIA.AutreTypeOrganisationGouvernementale;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.AutreTypeOrganisationGouvernementale.SousCategorie
305;25;COMP. FIELD;ORGID;ORGID;10;;2141/001;C-1;7..9;UNIT IDENTIFICATION CODE (UIC);_;_;_
306;25;FIELD;ORGID;ORGID;10;1;1026/002 ;C-1;2..2;NATIONALITY;MPIA.StructureOrganisee;MPIA.StructureOrganisee{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
307;25;FIELD;ORGID;ORGID;10;2;1107/001 ;C-1;1..1;ARMED SERVICE ;MPIA.StructureOrganisee;MPIA.StructureOrganisee{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
308;25;FIELD;ORGID;ORGID;10;3;1012/103 ;C-1;1..1;FILE SEQUENTIAL LOCATION NUMBER ;MPIA.StructureOrganisee;MPIA.StructureOrganisee{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
309;26;SET;ORGID;CEFT;;;;M-1;;COMBAT EFFECTIVENESS;_;_;_
310;26;FIELD;ORGID;CEFT;1;;1298/001;M-1;1..1;COMBAT EFFECTIVENESS;MPIA.EntiteOrganisationnelle{NON INST};MPIA.EtatOperationnelEntiteOrganisationnelle;APourEtat{MPIA.EtatOperationnelEntiteOrganisationnelle}#MPIA.EtatOperationnelEntiteOrganisationnelle.EtatOperationnel
311;26;FIELD;ORGID;CEFT;2;;1298/006;M-1;1..1;PERSONNEL STRENGTH RATING;MPIA.EntiteOrganisationnelle{NON INST};MPIA.EtatOperationnelEntiteOrganisationnelle;APourEtat{MPIA.EtatOperationnelEntiteOrganisationnelle}#MPIA.EtatOperationnelEntiteOrganisationnelle.EtatPersonnel
312;26;FIELD;ORGID;CEFT;3;;1298/005;M-1;1..1;MANPOWER FATIGUE RATING;MPIA.EntiteOrganisationnelle{NON INST};MPIA.EtatOperationnelEntiteOrganisationnelle;APourEtat{MPIA.EtatOperationnelEntiteOrganisationnelle}#MPIA.EtatOperationnelEntiteOrganisationnelle.FatiguePersonnel
313;26;FIELD;ORGID;CEFT;4;;1298/007;M-1;1..1;MAJOR EQUIPMENTS AVAILABLE RATING;MPIA.EntiteOrganisationnelle{NON INST};MPIA.EtatOperationnelEntiteOrganisationnelle;APourEtat{MPIA.EtatOperationnelEntiteOrganisationnelle}#MPIA.EtatOperationnelEntiteOrganisationnelle.EtatEquipements
314;26;FIELD;ORGID;CEFT;5;;1298/008;M-1;1..1;AMMUNITION HOLDINGS RATING;MPIA.EntiteOrganisationnelle{NON INST};MPIA.EtatOperationnelEntiteOrganisationnelle;APourEtat{MPIA.EtatOperationnelEntiteOrganisationnelle}#MPIA.EtatOperationnelEntiteOrganisationnelle.EtatMunitions
315;26;FIELD;ORGID;CEFT;6;;1298/004;M-1;1..1;FUEL HOLDINGS RATING;MPIA.EntiteOrganisationnelle{NON INST};MPIA.EtatOperationnelEntiteOrganisationnelle;APourEtat{MPIA.EtatOperationnelEntiteOrganisationnelle}#MPIA.EtatOperationnelEntiteOrganisationnelle.EtatCarburants
316;27;SET;ORGID;EQUIP;;;;O-1;;MAIN EQUIPMENT OF OWN UNITS;;;
317;27;REPET. GROUP;-;-;-;-;-;-;-;_;_;_;_
318;27;FIELD;ORGID;EQUIP;1;;1268/001;M-N;3..4;STAGE OF CONFIRMATION;MPIA.EntiteOrganisationnelle{NON INST};MPIA.Rapport;APourDotationEffective{MPIA.DotationEffective}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
319;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeBatimentSurface}#MPIA.TypeBatimentSurface.Categorie
1010;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeSousMarin}#MPIA.TypeSousMarin.Categorie
1011;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeVehicule}#MPIA.TypeVehicule.Categorie
1012;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeAeronef}#MPIA.TypeAeronef.Categorie
1013;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeAeronef}#MPIA.TypeAeronef.SousCategorie
1014;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeArme}#MPIA.TypeArme.Categorie
1015;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeArme}#MPIA.TypeArme.SousCategorie
1016;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipementGenie}#MPIA.TypeEquipementGenie.Categorie
